690 files	Cell Line	Factor	UCSC Accession	Size	Additional Details
Download	K562	MYC	wgEncodeEH000659	170 KB	lab=Yale; view=Peaks; treatment=IFNa30; antibody=c-Myc; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000655; quality=good; tableName=wgEncodeAwgTfbsSydhK562CmycIfna30UniPk; md5sum=8fd198a6c5eefc8a99e5d86e8845ed63;
Download	K562	MYC	wgEncodeEH000669	225 KB	lab=Yale; view=Peaks; treatment=IFNa6h; antibody=c-Myc; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000656; quality=good; tableName=wgEncodeAwgTfbsSydhK562CmycIfna6hUniPk; md5sum=aa14d002896a672867461e7a3380e49b;
Download	K562	MYC	wgEncodeEH000670	392 KB	lab=Yale; view=Peaks; treatment=IFNg6h; antibody=c-Myc; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000658; quality=good; tableName=wgEncodeAwgTfbsSydhK562CmycIfng6hUniPk; md5sum=7b05744f223172668708fbcce5af8237;
Download	K562	MYC	wgEncodeEH001867	664 KB	lab=Stanford; view=Peaks; treatment=IFNg30; antibody=c-Myc; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000657; quality=good; tableName=wgEncodeAwgTfbsSydhK562CmycIfng30UniPk; md5sum=d6817d3eddcb4179ac5169d121038e52;
Download	K562	MYC	wgEncodeEH002800	510 KB	lab=Stanford; view=Peaks; treatment=None; antibody=c-Myc; control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001795; quality=good; tableName=wgEncodeAwgTfbsSydhK562CmycIggrabUniPk; md5sum=bf4091eb41c2159c2066768f7f7285cd;
Download	K562	NFE2	wgEncodeEH000624	52 KB	lab=Yale; view=Peaks; treatment=None; antibody=NF-E2; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000615; quality=good; tableName=wgEncodeAwgTfbsSydhK562Nfe2UniPk; md5sum=2ebbfd4ecb4feb211141f6078f4ccba8;
Download	K562	NFYA	wgEncodeEH002021	95 KB	lab=Stanford; view=Peaks; treatment=None; antibody=NF-YA; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000615; quality=good; tableName=wgEncodeAwgTfbsSydhK562NfyaUniPk; md5sum=e1efaa75dcdd64f9d4da35567de9b0d1;
Download	K562	NFYB	wgEncodeEH002024	203 KB	lab=Stanford; view=Peaks; treatment=None; antibody=NF-YB; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000615; quality=good; tableName=wgEncodeAwgTfbsSydhK562NfybUniPk; md5sum=a856cc6bdc1c10f8b8879de78da753e8;
Download	K562	NR2C2	wgEncodeEH000682	16 KB	lab=USC; view=Peaks; treatment=None; antibody=TR4; control=UCDavis; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000672; quality=caution; tableName=wgEncodeAwgTfbsSydhK562Tr4UcdUniPk; md5sum=c1e3a39b2dd6cad0ac797d5a1d59f920;
Download	K562	NR2F2	wgEncodeEH002382	334 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=NR2F2_(SC-271940); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL6023; quality=good; tableName=wgEncodeAwgTfbsHaibK562Nr2f2sc271940V0422111UniPk; md5sum=cb8464d75d6e69f2893bed0b5aa99f3f;
Download	K562	NRF1	wgEncodeEH001796	107 KB	lab=Stanford; view=Peaks; treatment=None; antibody=Nrf1; control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001795; quality=good; tableName=wgEncodeAwgTfbsSydhK562Nrf1IggrabUniPk; md5sum=d483eca5fef375fb78eb2aaeedf6c7b0;
Download	K562	PHF8	wgEncodeEH002092	460 KB	lab=Broad; view=Peaks; treatment=None; antibody=PHF8_(A301-772A); control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000052; quality=good; tableName=wgEncodeAwgTfbsBroadK562Phf8a301772aUniPk; md5sum=3f0070c8f1ed50eb5b26a9ba195a86f6;
Download	K562	PML	wgEncodeEH002320	308 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=PML_(SC-71910); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL6023; quality=good; tableName=wgEncodeAwgTfbsHaibK562Pmlsc71910V0422111UniPk; md5sum=e564e89d3e3d3bba8688fea71a2c5f28;
Download	K562	POLR2A	wgEncodeEH000053	218 KB	lab=Broad; view=Peaks; treatment=None; antibody=Pol2(b); control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000052; quality=good; tableName=wgEncodeAwgTfbsBroadK562Pol2bUniPk; md5sum=bdaabc1468d3b31dad095247a3086668;
Download	K562	POLR2A	wgEncodeEH000555	384 KB	lab=UT-A; view=Peaks; treatment=None; antibody=Pol2; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000529; quality=good; tableName=wgEncodeAwgTfbsUtaK562Pol2UniPk; md5sum=86da7ba3a1f849e6ded639ca5673d132;
Download	K562	POLR2A	wgEncodeEH000616	364 KB	lab=Yale; view=Peaks; treatment=None; antibody=Pol2; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000615; quality=good; tableName=wgEncodeAwgTfbsSydhK562Pol2UniPk; md5sum=f49466561521e7c01606c015a247e3ba;
Download	K562	POLR2A	wgEncodeEH000660	271 KB	lab=Yale; view=Peaks; treatment=IFNa30; antibody=Pol2; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000655; quality=good; tableName=wgEncodeAwgTfbsSydhK562Pol2Ifna30UniPk; md5sum=0e44098fb1ac7c26bd8c56596d64d3e6;
Download	K562	POLR2A	wgEncodeEH000661	265 KB	lab=Yale; view=Peaks; treatment=IFNa6h; antibody=Pol2; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000656; quality=good; tableName=wgEncodeAwgTfbsSydhK562Pol2Ifna6hUniPk; md5sum=c59011a621404164875c91bba461ed08;
Download	K562	POLR2A	wgEncodeEH000662	332 KB	lab=Yale; view=Peaks; treatment=IFNg6h; antibody=Pol2; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000658; quality=good; tableName=wgEncodeAwgTfbsSydhK562Pol2Ifng6hUniPk; md5sum=b65408826f18499d2836452c46f99673;
Download	K562	POLR2A	wgEncodeEH000704	361 KB	lab=Stanford; view=Peaks; treatment=IFNg30; antibody=Pol2; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000657; quality=good; tableName=wgEncodeAwgTfbsSydhK562Pol2Ifng30UniPk; md5sum=8a8b733833e36c31498c622b7329fb72;
Download	K562	POLR2A	wgEncodeEH000727	197 KB	lab=Stanford; view=Peaks; treatment=None; antibody=Pol2; control=IgG-mus; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000726; quality=good; tableName=wgEncodeAwgTfbsSydhK562Pol2IggmusUniPk; md5sum=3eb7d71a97a1c43bb6969f7e86b983d0;
Download	K562	POLR2A	wgEncodeEH001581	471 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=Pol2-4H8; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL2455; quality=good; tableName=wgEncodeAwgTfbsHaibK562Pol24h8V0416101UniPk; md5sum=2edcfdc0446560aadd4107628391cab5;
Download	K562	POLR2A	wgEncodeEH001633	520 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=Pol2; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL2455; quality=good; tableName=wgEncodeAwgTfbsHaibK562Pol2V0416101UniPk; md5sum=dec596c408f2c25be04e1e2ad3549054;
Download	K562	POLR2A	wgEncodeEH001805	44 KB	lab=Stanford; view=Peaks; treatment=None; antibody=Pol2(phosphoS2); control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000615; quality=caution; tableName=wgEncodeAwgTfbsSydhK562Pol2s2UniPk; md5sum=e9761e3a4f8848df583fd26626c95576;
Download	K562	POLR2A	wgEncodeEH002833	110 KB	lab=Stanford; view=Peaks; treatment=None; antibody=Pol2(phosphoS2); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001795; quality=good; tableName=wgEncodeAwgTfbsSydhK562Pol2s2IggrabUniPk; md5sum=9d79cd449dfee5850617abaca4dbc120;
Download	K562	POLR3G	wgEncodeEH000694	4.6 KB	lab=Stanford; view=Peaks; treatment=None; antibody=Pol3; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000615; quality=caution; tableName=wgEncodeAwgTfbsSydhK562Pol3UniPk; md5sum=d0acd0226bba90e50e97b627d6d05383;
Download	K562	RAD21	wgEncodeEH000649	359 KB	lab=Yale; view=Peaks; treatment=None; antibody=Rad21; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000615; quality=caution; tableName=wgEncodeAwgTfbsSydhK562Rad21UniPk; md5sum=6e40ef1fe23519e78e2dc834fe67da5d;
Download	K562	RAD21	wgEncodeEH001585	733 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=Rad21; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL1396; quality=good; tableName=wgEncodeAwgTfbsHaibK562Rad21V0416102UniPk; md5sum=76041c84178b9b8a4ab574d8c4995a63;
Download	K562	RBBP5	wgEncodeEH002093	309 KB	lab=Broad; view=Peaks; treatment=None; antibody=RBBP5_(A300-109A); control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000052; quality=good; tableName=wgEncodeAwgTfbsBroadK562Rbbp5a300109aUniPk; md5sum=5bfc6dccd8aa4c277f9c9aeec721d4f3;
Download	K562	RCOR1	wgEncodeEH002814	755 KB	lab=Stanford; view=Peaks; treatment=None; antibody=COREST_(sc-30189); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001795; quality=good; tableName=wgEncodeAwgTfbsSydhK562Corestsc30189IggrabUniPk; md5sum=9de694fa525d37b294ba3e8058a416c2;
Download	K562	RCOR1	wgEncodeEH002847	154 KB	lab=Stanford; view=Peaks; treatment=None; antibody=COREST_(ab24166); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001795; quality=good; tableName=wgEncodeAwgTfbsSydhK562Corestab24166IggrabUniPk; md5sum=39591c2ba843e873af136d4ce9a61a67;
Download	K562	RDBP	wgEncodeEH000701	12 KB	lab=Harvard; view=Peaks; treatment=None; antibody=NELFe; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000615; quality=caution; tableName=wgEncodeAwgTfbsSydhK562NelfeUniPk; md5sum=6b89ea234be625de3e26c8a85ef117e7;
Download	K562	REST	wgEncodeEH001638	305 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=NRSF; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL2455; quality=good; tableName=wgEncodeAwgTfbsHaibK562NrsfV0416102UniPk; md5sum=0d7461ba72e2918c592c681c821fbbab;
Download	K562	RFX5	wgEncodeEH002033	57 KB	lab=Stanford; view=Peaks; treatment=None; antibody=RFX5_(200-401-194); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001795; quality=good; tableName=wgEncodeAwgTfbsSydhK562Rfx5IggrabUniPk; md5sum=77eeb9ddf3a1a113dd0c254ca9d7cc19;
Download	K562	RPC155	wgEncodeEH000680	30 KB	lab=Harvard; view=Peaks; treatment=None; antibody=RPC155; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000615; quality=caution; tableName=wgEncodeAwgTfbsSydhK562Rpc155UniPk; md5sum=01cd44be4da70bb06ff913df63faa7f1;
Download	K562	SAP30	wgEncodeEH002094	213 KB	lab=Broad; view=Peaks; treatment=None; antibody=SAP30_(39731); control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000052; quality=good; tableName=wgEncodeAwgTfbsBroadK562Sap3039731UniPk; md5sum=7717a5ac27485e35e126d2122adcac68;
Download	K562	SETDB1	wgEncodeEH000677	87 KB	lab=USC; view=Peaks; treatment=None; antibody=SETDB1; control=UCDavis; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000672; quality=good; tableName=wgEncodeAwgTfbsSydhK562Setdb1UcdUniPk; md5sum=6a50701cff52b3c8745c55edb9e7ed2a;
Download	K562	SETDB1	wgEncodeEH000769	73 KB	lab=USC; view=Peaks; treatment=MNaseD; antibody=SETDB1; control=UCDavis; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000672; quality=good; tableName=wgEncodeAwgTfbsSydhK562Setdb1MnasedUcdUniPk; md5sum=ea722f8f87eaf9e752a7da6a008872eb;
Download	K562	SIN3AK20	wgEncodeEH001607	282 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=Sin3Ak-20; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL2455; quality=good; tableName=wgEncodeAwgTfbsHaibK562Sin3ak20V0416101UniPk; md5sum=7612a53dc26ee95fd6562fab0a6bdd32;
Download	K562	SIRT6	wgEncodeEH000681	58 KB	lab=Harvard; view=Peaks; treatment=None; antibody=SIRT6; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000615; quality=good; tableName=wgEncodeAwgTfbsSydhK562Sirt6UniPk; md5sum=7b33c21410691df9c888275d376b07f2;
Download	K562	SIX5	wgEncodeEH001483	92 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=SIX5; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL518; quality=good; tableName=wgEncodeAwgTfbsHaibK562Six5Pcr1xUniPk; md5sum=5711483513cbc58e35e3d45989b4a3fb;
Download	K562	SMARCA4	wgEncodeEH000724	61 KB	lab=Stanford; view=Peaks; treatment=None; antibody=Brg1; control=IgG-mus; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000726; quality=caution; tableName=wgEncodeAwgTfbsSydhK562Brg1IggmusUniPk; md5sum=1c76f80cde918135ff80e3eceb41e843;
Download	K562	SMARCB1	wgEncodeEH000725	37 KB	lab=Stanford; view=Peaks; treatment=None; antibody=Ini1; control=IgG-mus; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000726; quality=caution; tableName=wgEncodeAwgTfbsSydhK562Ini1IggmusUniPk; md5sum=873b5971de5a2ae9f2d55ca7a18a36fc;
Download	K562	SMC3	wgEncodeEH001845	527 KB	lab=Stanford; view=Peaks; treatment=None; antibody=SMC3_(ab9263); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001795; quality=good; tableName=wgEncodeAwgTfbsSydhK562Smc3ab9263IggrabUniPk; md5sum=ceb3bbf6a4e88da58f1061b98888ba82;
Download	K562	SP1	wgEncodeEH001578	171 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=SP1; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL2455; quality=good; tableName=wgEncodeAwgTfbsHaibK562Sp1Pcr1xUniPk; md5sum=1598fe2f75bdca2e9d2cdccbd3ff50c2;
Download	K562	SP2	wgEncodeEH001653	77 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=SP2_(SC-643); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL1396; quality=good; tableName=wgEncodeAwgTfbsHaibK562Sp2sc643V0416102UniPk; md5sum=5cb2c515907525145d7400ae02d5cde4;
Download	K562	SPI1	wgEncodeEH001482	538 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=PU.1; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL518; quality=good; tableName=wgEncodeAwgTfbsHaibK562Pu1Pcr1xUniPk; md5sum=573d5c3a298f14517330078e1e2559bb;
Download	K562	SRF	wgEncodeEH001600	92 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=SRF; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL2455; quality=good; tableName=wgEncodeAwgTfbsHaibK562SrfV0416101UniPk; md5sum=90fcbd6658f71140804e6df258eb7369;
Download	K562	STAT1	wgEncodeEH000663	39 KB	lab=Yale; view=Peaks; treatment=IFNa30; antibody=STAT1; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000655; quality=good; tableName=wgEncodeAwgTfbsSydhK562Stat1Ifna30UniPk; md5sum=9a183f7dc8ff8efb12c8edca8d236919;
Download	K562	STAT1	wgEncodeEH000664	37 KB	lab=Yale; view=Peaks; treatment=IFNa6h; antibody=STAT1; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000656; quality=good; tableName=wgEncodeAwgTfbsSydhK562Stat1Ifna6hUniPk; md5sum=38f51a3d1f14c366d6d98dee760e160b;
Download	K562	STAT1	wgEncodeEH000760	53 KB	lab=Stanford; view=Peaks; treatment=IFNg30; antibody=STAT1; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000657; quality=good; tableName=wgEncodeAwgTfbsSydhK562Stat1Ifng30UniPk; md5sum=76ffd3c78a73f05373501d47bff11caf;
Download	K562	STAT1	wgEncodeEH000761	47 KB	lab=Stanford; view=Peaks; treatment=IFNg6h; antibody=STAT1; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000658; quality=good; tableName=wgEncodeAwgTfbsSydhK562Stat1Ifng6hUniPk; md5sum=92ceb2634869722ca7b31beaac26eecb;
Download	K562	STAT2	wgEncodeEH000665	76 KB	lab=Yale; view=Peaks; treatment=IFNa30; antibody=STAT2; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000655; quality=good; tableName=wgEncodeAwgTfbsSydhK562Stat2Ifna30UniPk; md5sum=cf4a4f5f234be5d89c1fba1e100fdfb4;
Download	K562	STAT2	wgEncodeEH000666	51 KB	lab=Yale; view=Peaks; treatment=IFNa6h; antibody=STAT2; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000656; quality=good; tableName=wgEncodeAwgTfbsSydhK562Stat2Ifna6hUniPk; md5sum=eed4a662a785e52aa2b91eea5b7e1d17;
Download	K562	STAT5A	wgEncodeEH002347	216 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=STAT5A_(SC-74442); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL6023; quality=good; tableName=wgEncodeAwgTfbsHaibK562Stat5asc74442V0422111UniPk; md5sum=ccda78a3a91c00f38d549341b1cc0439;
Download	K562	TAF1	wgEncodeEH001582	305 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=TAF1; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL2455; quality=good; tableName=wgEncodeAwgTfbsHaibK562Taf1V0416101UniPk; md5sum=30c82148650dc1934470db64e7967c14;
Download	K562	TAF7	wgEncodeEH001654	68 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=TAF7_(SC-101167); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL2455; quality=good; tableName=wgEncodeAwgTfbsHaibK562Taf7sc101167V0416101UniPk; md5sum=5b656a4a8addedba07028203b9f63d8c;
Download	K562	TAL1	wgEncodeEH001824	617 KB	lab=Stanford; view=Peaks; treatment=None; antibody=TAL1_(SC-12984); control=IgG-mus; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000726; quality=good; tableName=wgEncodeAwgTfbsSydhK562Tal1sc12984IggmusUniPk; md5sum=5aa2cc9f097a3abca9e584c5a70644d4;
Download	K562	TBL1XR1	wgEncodeEH002848	187 KB	lab=Stanford; view=Peaks; treatment=None; antibody=TBLR1_(NB600-270); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001795; quality=good; tableName=wgEncodeAwgTfbsSydhK562Tblr1nb600270IggrabUniPk; md5sum=bb065c0810b347146d9ee59c0cc08328;
Download	K562	TBL1XR1	wgEncodeEH002849	129 KB	lab=Stanford; view=Peaks; treatment=None; antibody=TBLR1_(ab24550); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001795; quality=good; tableName=wgEncodeAwgTfbsSydhK562Tblr1ab24550IggrabUniPk; md5sum=0bc4e6711b3176b25ed8b1f5b0fc384a;
Download	K562	TBP	wgEncodeEH001825	442 KB	lab=Stanford; view=Peaks; treatment=None; antibody=TBP; control=IgG-mus; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000726; quality=good; tableName=wgEncodeAwgTfbsSydhK562TbpIggmusUniPk; md5sum=2fcac2a7bb71a2161a70d0a344eb56cd;
Download	K562	TEAD4	wgEncodeEH002333	609 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=TEAD4_(SC-101184); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL6023; quality=good; tableName=wgEncodeAwgTfbsHaibK562Tead4sc101184V0422111UniPk; md5sum=62ed1fb83907fbb9d4dbdd76ecb94f31;
Download	K562	THAP1	wgEncodeEH001655	70 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=THAP1_(SC-98174); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL2455; quality=good; tableName=wgEncodeAwgTfbsHaibK562Thap1sc98174V0416101UniPk; md5sum=b08bcb5e8815aa05ea20cb9aebab8355;
Download	K562	TRIM28	wgEncodeEH003210	267 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=TRIM28_(SC-81411); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL6023; quality=good; tableName=wgEncodeAwgTfbsHaibK562Trim28sc81411V0422111UniPk; md5sum=ff9de05f9a35065cb1010d6623cf2b46;
Download	K562	UBTF	wgEncodeEH002850	343 KB	lab=Stanford; view=Peaks; treatment=None; antibody=UBTF_(SAB1404509); control=IgG-mus; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000726; quality=good; tableName=wgEncodeAwgTfbsSydhK562Ubtfsab1404509IggmusUniPk; md5sum=1243d9b726c2b1f23a6915cd62a47e17;
Download	K562	UBTF	wgEncodeEH002863	154 KB	lab=Stanford; view=Peaks; treatment=None; antibody=UBF_(sc-13125); control=IgG-mus; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000726; quality=good; tableName=wgEncodeAwgTfbsSydhK562Ubfsc13125IggmusUniPk; md5sum=c3da0640bd79681e4e0416f5e2142782;
Download	K562	USF1	wgEncodeEH001583	356 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=USF-1; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL2455; quality=good; tableName=wgEncodeAwgTfbsHaibK562Usf1V0416101UniPk; md5sum=e2dc1fcf3835e48b111edb3a491ba60c;
Download	K562	USF2	wgEncodeEH001797	81 KB	lab=Stanford; view=Peaks; treatment=None; antibody=USF2; control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001795; quality=good; tableName=wgEncodeAwgTfbsSydhK562Usf2IggrabUniPk; md5sum=6b9abdd7b7e99f97692e37c29a764cb9;
Download	K562	YY1	wgEncodeEH000684	102 KB	lab=USC; view=Peaks; treatment=None; antibody=YY1; control=UCDavis; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000672; quality=caution; tableName=wgEncodeAwgTfbsSydhK562Yy1UcdUniPk; md5sum=085ac9c7001ee15a168f36e14ce58d68;
Download	K562	YY1	wgEncodeEH001584	250 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=YY1_(SC-281); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL2455; quality=good; tableName=wgEncodeAwgTfbsHaibK562Yy1V0416101UniPk; md5sum=c87ac84d403d22631c7b587547713713;
Download	K562	YY1	wgEncodeEH001623	467 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=YY1; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL1396; quality=good; tableName=wgEncodeAwgTfbsHaibK562Yy1V0416102UniPk; md5sum=279d4d786a1eb7b912350e7c60aa52cd;
Download	K562	ZBTB33	wgEncodeEH001569	80 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=ZBTB33; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL2455; quality=good; tableName=wgEncodeAwgTfbsHaibK562Zbtb33Pcr1xUniPk; md5sum=cdbef017e1db8faa450ceaf31916ba1d;
Download	K562	ZBTB7A	wgEncodeEH001620	431 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=ZBTB7A_(SC-34508); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL2455; quality=good; tableName=wgEncodeAwgTfbsHaibK562Zbtb7asc34508V0416101UniPk; md5sum=73d452696f1f67c56d1ee6319c3ad7dd;
Download	K562	ZNF143	wgEncodeEH002030	670 KB	lab=Stanford; view=Peaks; treatment=None; antibody=Znf143_(16618-1-AP); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001795; quality=good; tableName=wgEncodeAwgTfbsSydhK562Znf143IggrabUniPk; md5sum=7842730755e393d1be0b6a0b42a8fa11;
Download	K562	ZNF263	wgEncodeEH000630	62 KB	lab=USC; view=Peaks; treatment=None; antibody=ZNF263; control=UCDavis; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000672; quality=good; tableName=wgEncodeAwgTfbsSydhK562Znf263UcdUniPk; md5sum=af4016b07bd7ba3998455c3f8722f89e;
Download	K562	ZNF274	wgEncodeEH000696	7.5 KB	lab=USC; view=Peaks; treatment=None; antibody=ZNF274; control=UCDavis; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000672; quality=good; tableName=wgEncodeAwgTfbsSydhK562Znf274UcdUniPk; md5sum=25b332630b0b0e5220245cb231ad6b8d;
Download	K562	ZNF274	wgEncodeEH002068	47 KB	lab=USC; view=Peaks; treatment=None; antibody=ZNF274_(M01); control=UCDavis; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000672; quality=good; tableName=wgEncodeAwgTfbsSydhK562Znf274m01UcdUniPk; md5sum=27d2870e70b41453414aab068b4ee265;
Download	MCF-7	CTCF	wgEncodeEH000598	1.2 MB	lab=UT-A; view=Peaks; treatment=None; antibody=CTCF; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000589; quality=good; tableName=wgEncodeAwgTfbsUtaMcf7CtcfUniPk; md5sum=e921d49818545374c6715c896051fd7c;
Download	MCF-7	CTCF	wgEncodeEH001131	1.4 MB	lab=UT-A; view=Peaks; treatment=estrogen; antibody=CTCF; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000589; quality=good; tableName=wgEncodeAwgTfbsUtaMcf7CtcfEstroUniPk; md5sum=e93f53d01fdf21973c6c9b63af06a4db;
Download	MCF-7	CTCF	wgEncodeEH001132	1.7 MB	lab=UT-A; view=Peaks; treatment=vehicle; antibody=CTCF; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000589; quality=good; tableName=wgEncodeAwgTfbsUtaMcf7CtcfVehUniPk; md5sum=a20dc326828c8b04ba826371c01d1a33;
Download	MCF-7	CTCF	wgEncodeEH002057	1.2 MB	lab=UW; view=Peaks; treatment=None; antibody=CTCF; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000968; quality=good; tableName=wgEncodeAwgTfbsUwMcf7CtcfUniPk; md5sum=5cef2172388928830a1151f06efdd161;
